,bicapped-trigonal-prismatic,capped-octahedral,capped-trigonal-prismatic,cubic,dodecahedral,hexagonal-bipyramidal,pentagonal-bipyramidal,square-antiprismatic,trans-bicapped-octahedral
,2.103407549602975,,,2.477209608381262,2.252646933702999,2.2520235360273757,,2.235779899311272,2.518747036930802
,2.2578003303555763,,,2.5896036034709895,2.376508440657737,2.408456128059619,,2.361982962777413,2.674885899166772
,,2.300036121579381,2.1486739883792305,,,,2.127984550817873,,
,2.7812929595114224,,,2.6050945721287273,2.7435033870978063,2.76448251646684,,2.7417624278322905,2.724229250223276
,2.6350352557422867,,,2.5417735119266753,2.608083898624798,2.646462593563122,,2.563819537482787,2.691166529828102
,2.4254099691148436,,,2.550585822664763,2.4455527914429522,2.565423399036097,,2.4025882365900375,2.6892429262212745
,2.270542761039291,,,2.415905433011746,2.3320502247027,2.459282921505258,,2.2394603186297823,2.580847509214186
,2.101567223453492,,,2.2658994759244426,2.1965895863995315,2.3079913404585515,,2.073209896563308,2.4119627113827495
,2.0850892707249122,,,2.2942569706881364,2.1966984246813124,2.2475084408301145,,2.0844329073832655,2.3164243552286274
,2.160687511805294,,,2.320981791174834,2.2733524440974535,2.3270247069015793,,2.153088242894845,2.3004699980170957
,2.051317702444704,,,2.2087170230135724,2.213489502075493,2.261262588609467,,2.0071091457994683,2.1568134685166536
,2.141398507658608,,,2.285812441337718,2.3079244781570107,2.3309111454013713,,2.088729431301993,2.2264734443171776
,2.029461810058846,,,2.1725903723789095,2.189565557172627,2.2577803597690775,,1.9682297642020514,2.145577617928945
,2.26189360317927,,,2.333589476457955,2.3805692899498863,2.5507154464954103,,2.141374838844576,2.3443717433710383
,1.9882997899948487,,,2.0813379132014145,2.1308262339283828,2.2589776749240795,,1.8381932217942525,2.166969206612062
,1.8377301155814463,,,1.9318838401569483,1.9973507847604444,2.1076086249408825,,1.700919889233929,2.0106291717627838
,1.850180666420941,,,1.943160182221249,2.002261771246184,2.117468509005712,,1.6949865951651601,2.054206577474096
,2.1874426353050596,,,2.2703060795459273,2.318411659445811,2.4702409823441225,,2.0679076762622297,2.281129277581226
,2.1301814345897188,,,2.2540273994011293,2.2896887405166706,2.4523875897198795,,2.025010115468359,2.334258419564997
,2.159818714336159,,,2.3176954940181727,2.3188678800403766,2.436965863788999,,2.069732435760821,2.312265609880406
,2.553212829644913,,,2.6746708119156044,2.7023163058600073,2.86190905180421,,2.4898991741816525,2.6076161198622727
,2.7607492711845225,,,2.756259428769764,2.788188095847882,2.7867898978141876,,2.6635519232411755,2.9244553626766665
,2.7215105943516393,,,2.7373253890025455,2.7892108232588675,2.675646414629789,,2.620703421576177,2.9227233623609314
,2.7335475463225296,,,2.7428385623067753,2.7808600254956555,2.7423495155096607,,2.631453655311746,2.9230178049108306
,2.6752692234027293,,,2.543104370782484,2.627247614961151,2.654605088476832,,2.583872902189328,2.7226611431881094
,2.8081417504988058,,,2.6763076118380176,2.737807809471939,2.6240806575174496,,2.715046469107857,2.87300388943787
,2.6489585786643413,,,2.545936307239607,2.6152477437167096,2.3900247131805696,,2.5944667184624217,2.781185920619703
,2.8653440325531068,,,2.5397601996523678,2.8386662362345643,2.6679831178197455,,2.6996098557111736,2.6296957118491346
,2.850268208361376,,,2.5054774606091104,2.8160810481113216,2.6172928088662304,,2.6578644614808256,2.5770978086181473
,2.6912167658394712,,,2.486532126263984,2.6703002465469976,2.636725789521564,,2.5594891434063336,2.601688430002436
,2.5039548710441304,,,2.3480260667634116,2.485502221962073,2.432999923211956,,2.470973217909697,2.327372693426965
,2.46317400629492,,,2.2911381910580864,2.4363032271457907,2.4040558940446433,,2.4208157053968704,2.3247945626260043
,2.438932897907217,,,2.2801285432792118,2.411007915512336,2.362090482824985,,2.403236362479113,2.290073776409548
,2.471730346707637,,,2.5548446931386244,2.402949395396306,2.7617953435442892,,2.4985487219756686,2.6414070146050483
,2.288132833943957,,,2.3484932995602827,2.18330782532747,2.6092851615000674,,2.3022014857400044,2.524673623509056
,2.3494043787677272,,,2.3636149576323193,2.2261781171725605,2.6161007088404062,,2.3556081759884364,2.5761023943704515
,2.3747710589645217,,,2.4238847862504778,2.2616927299010956,2.715079204785367,,2.39388973160162,2.7305962425399044
,2.336724199213676,,,2.4006547625164654,2.210050778373058,2.658109243769685,,2.360083964424912,2.6160693232884347
,2.399841455860377,,,2.4643876735231016,2.318880070839625,2.660399682931243,,2.413538410245557,2.580965986141533
,2.458110717281517,,,2.5303728940598,2.359331617373045,2.787243515255585,,2.4754244342309675,2.661739769760521
,2.153864345997733,,,2.381148835646611,2.138023657730331,2.5739552183574417,,2.1346801316332886,2.5261374381293664
,2.4938799259881415,,,2.752104963553622,2.586126348044958,2.7280795062002587,,2.5353587972418845,2.9009226678428277
,2.237254651937611,,,2.7039607351923194,2.3689909384129084,2.6388539520439798,,2.2500639378594016,2.934565938474578
,2.2650593335102704,,,2.6396052517045923,2.3962225421110444,2.6731297195614396,,2.3501899625961373,2.803134519693989
,2.200934775664944,,,2.6085628603045277,2.304337177911096,2.6958823051004934,,2.2635850515106113,2.8097308178493576
,2.1292982480397904,,,2.5610411733233875,2.2561117688792143,2.6337843199997186,,2.2023010400680803,2.7403444185959467
,1.7248271317446344,,,2.1561020295660316,1.7936065273217032,2.166904166833071,,1.7934060826564653,2.294850013722742
,2.129768549670941,,,2.3845308723319225,2.1443138712773955,2.5553336355370093,,2.1348234832739656,2.5281021326225632
,1.9661028710877748,,,2.343330899815957,2.0451960523230674,2.4361000295674113,,2.0193725743805864,2.4897096234045932
,2.232404068562829,,,2.5125840200517753,2.3568963020138725,2.6114677370188133,,2.3040657305752617,2.5293518616345074
,2.4917671499489527,,,2.6705536727912094,2.5993034144651954,2.8011314174257826,,2.583184315473951,2.705185023772509
,1.8145706387343579,,,2.213569286113811,1.8638291454686584,2.247087543580348,,1.859432348500365,2.3946618666356545
,2.02252781632699,,,2.4005094641710643,2.1001344970998286,2.465684512844929,,2.0866782928399488,2.549973424387865
,2.4037989386186442,,,2.620026546071702,2.497601484415142,2.5814613487080367,,2.492090832702452,2.815987157192765
,1.990978453549703,,,2.409105754384062,2.082960835732494,2.460260086163097,,2.0506711413231744,2.5530833163735456
,2.487286725274489,,,2.731082641673623,2.6055608423969296,2.835857770373033,,2.5770443478026843,2.7763656517113984
,2.762752860158486,,,3.004280267482814,2.940138117095433,3.0250835138746712,,2.862210441591664,3.1083951815668964
,2.866636259151259,,,2.8019817105804337,2.7936029183621405,2.9426805617332445,,2.791344924788277,2.8934925820424002
,2.5070485613865072,,,2.4220209300805196,2.385244939653801,2.6089707995233593,,2.3831397693515144,2.58764272406714
,2.6035922994125187,,,2.499260531728748,2.4941325700667707,2.5193066226797765,,2.4947251153983605,2.5987970906627478
,2.542511107723244,,,2.454449432526471,2.4131051744944623,2.4799332424447904,,2.424891176335106,2.555586253872141
,2.5737930217069116,,,2.4632355279633993,2.4422540881451567,2.6384477369027226,,2.4480143409990314,2.606387858109621
,,1.9990464875234766,2.0610108891500083,,,,2.3844813189527714,,
,,1.9218583595724683,2.6308308030909244,,,,2.657355219136979,,
,2.567513780487562,,,2.489303157933876,2.606048192987533,2.7938153317842938,,2.4954066755334607,2.5491479032755917
,2.27372554073523,,,2.075194037381772,2.2299695144626352,2.3807277869402435,,2.2029774788043213,2.1331103886175065
,2.6898157706401764,,,2.7651309685524206,2.684662236409569,2.806795397714698,,2.6823785421102033,2.877241240455391
,2.5921927288815847,,,2.649374393073892,2.6057442866687643,2.7607072529241536,,2.6085806426581652,2.7706164666104027
,2.626586337466472,,,2.6631308673152274,2.593637130442451,2.768333718686124,,2.615584159230721,2.8086809003591404
,2.753226236698607,,,2.7997234981506054,2.7633357135714363,2.738768002240884,,2.787055118476029,2.8622789272663676
,2.6823464761204785,,,2.744368816895111,2.6590693366251203,2.8448368778923534,,2.68012011448023,2.8540611681400856
,2.8540078906919826,,,2.8987450297843425,2.7844481718181657,2.6440045863543133,,2.8016501063736787,3.045336079219591
,2.745423796034721,,,2.898816876720935,2.6998627324998137,2.837811940568564,,2.6937327851929647,3.0587727094470174
,2.6417328236633164,,,2.8131538347941394,2.6127000853720337,2.899298922295667,,2.5872541523755404,2.943578554182431
,2.8069396012469316,,,2.7727175666096926,2.7601780350134915,2.9980866627082423,,2.7496339499651277,3.000757839157249
,2.5920439223364347,,,2.6769707757162573,2.6035957780161736,2.938938471319688,,2.435899892374256,2.883775365897671
,2.5394162495581827,,,2.5048116822574253,2.525643737872851,2.534598382048985,,2.501409361576678,2.671255595370853
,2.443174426270332,,,2.4711828294936407,2.3713615660653247,2.533865541215986,,2.559592592512318,2.6428084030699757
,2.4307942387201544,,,2.461638603911947,2.363059276194438,2.5384912544984197,,2.548492500176438,2.659510135944084
,,2.108040906161617,2.2000800197090404,,,,2.4265116555797106,,
,2.1546057936157745,,,2.3043161361178206,2.0485220702124987,2.3992697783121364,,2.151830008085378,2.482933279604445
,2.0247316977138405,,,2.2427009506909092,1.9162205797397815,2.295468485897971,,2.0363936242575917,2.371439376533563
,2.087118259042441,,,2.239921179728162,1.9609333181179747,2.329239574666194,,2.088311205828135,2.423203517250214
,1.9265079266700973,,,2.139470804720008,1.8164145689636144,2.2036412636901543,,1.9394054265067946,2.2710423443946994
,2.0423923425728137,,,2.2240092727996967,1.9374887680855883,2.225651860333643,,2.0825935601116115,2.399338587451876
,0.42495033317605607,,,0.7738023475464629,0.3908780608721537,1.0192512933060587,,0.1831958076228876,1.0954008171097478
,0.4576574995285244,,,0.872433188293324,0.3996682867094559,1.1002022881203253,,0.2433310713361981,1.1842506081469915
,1.2757114322418865,,,0.76411214522581,1.009111845525022,0.946040178279767,,1.3191794568027426,1.073923980748104
,1.6213870876604102,,,1.2613744928313906,1.4008674136385078,1.5737413495601056,,1.6988082857622624,1.604990213198951
,1.8490234375869874,,,1.514863040200108,1.6368850727854352,1.8472829867319576,,1.9218280002316421,1.7933253986740407
,1.6251962189391034,,,1.258452721178892,1.3987399809287964,1.55467989738616,,1.7031184392504453,1.5833841919490939
,2.5112106062058857,,,2.2686486827657104,2.3265374791323468,2.3364884896372793,,2.647756325271456,2.386505741275841
,2.6855974673208953,,,2.379758057434098,2.4926979559811384,2.400330352072649,,2.786750977323309,2.478850086250726
,2.8818348605743838,,,2.713602643870503,2.851175265515332,2.7648015670826327,,2.7982020111283528,2.7494586963330683
,2.0641227309593324,,,2.18058324600648,2.231128195785404,2.244121649554474,,1.9033886957423298,2.3355672390840434
,2.011902831244934,,,2.1656817840412654,2.2007516588893052,2.2328503310618317,,1.868816235352279,2.2783203947993123
,1.8685664777488464,,,1.9693742487032082,2.018812889577592,1.9094874644057682,,1.710464117094726,2.055175160718861
,2.0304658073292936,,,2.1395277102274837,2.17841003698534,2.1369714608511443,,1.9074652641093646,2.18912356811256
,2.202803478187111,,,2.3260473046775907,2.3455390056997047,2.2787122508389666,,2.0891165699218948,2.3546439381705544
,2.6137328567840314,,,2.7863376190392044,2.6316638413139977,2.5525678219355257,,2.696504818520401,2.6258190167066893
,2.574131390314928,,,2.775799825551534,2.5869908343743426,2.5200733986108523,,2.608427197022975,2.7015075388008927
,2.686835531382962,,,2.818566535235329,2.6831076632419935,2.5041743544639172,,2.8143879829772587,2.6470399877349866
,2.6587529971896586,,,2.8024410709081264,2.7049265436372267,2.6284541500533107,,2.712469444384576,2.64820017517481
,2.7215678005516275,,,2.866602826504035,2.759349617845587,2.682384244342153,,2.778275945777419,2.7340211203798868
,2.495493961801186,,,2.7251526787146245,2.503205579528398,2.461941929784157,,2.5392171616909276,2.6594329505109306
,2.6112666972457212,,,2.790836938753197,2.6172290704144188,2.5819995945875185,,2.6048512553974623,2.938144735186194
,2.516328910878689,,,2.7467236468820504,2.57111777297775,2.5317985661436335,,2.4857766271535007,2.889837975937632
,2.557352229915421,,,2.6433114610463924,2.5659341390504737,2.417134101866508,,2.525678487043623,2.798769333758203
,2.505947663294583,,,2.632838717652417,2.522636949629145,2.440571646098641,,2.477082372149436,2.740477122670111
,,2.4348287913962072,2.473751532892659,,,,2.7528579085554803,,
,2.841364877705992,,,2.485684084166899,2.796064317063531,2.330566022880324,,2.7022781767681185,2.8511639537122
,2.592888738003357,,,2.5770509215832123,2.506893156492753,2.728130221028433,,2.6252012728736647,2.675299610669538
,2.7678810697388405,,,2.776657809637741,2.697848463746539,2.7483327257690306,,2.8140875645620764,2.8949185237050976
,,2.535052627095336,1.7700204332917335,,,,2.3719972278927077,,
,2.888415122555697,,,2.981695978827641,2.9335071146751885,2.708418169688153,,2.9588180693681894,3.0235160076258367
,3.0447143729984214,,,3.16784279368288,3.040546399713368,2.9296013634694082,,3.106361867355357,3.243197098606197
,2.949857800010451,,,3.148928327556449,2.9378794438020224,2.9117813850695105,,3.0044226616000915,3.223538249171163
,3.0087949438248347,,,3.2495679956799717,3.084113585659542,3.091212368943469,,3.076981042054572,3.2973141219001803
,2.919770620298132,,,2.996887633719741,2.9756372506308066,2.782956330052896,,2.988446441535814,3.04957242648623
,3.0042721048357217,,,3.2471161803755932,3.0061864854697333,3.154682661068769,,3.0773333976655444,3.303534451559701
,2.964027701155726,,,3.1383123127467805,3.0486051719403098,2.919552872875593,,2.982796601577425,3.2076229157497447
,2.9732358466595463,,,3.1385968847519963,3.025616296182755,2.9573362260890885,,3.016778189313448,3.201437247160678
,2.3956402447364598,,,2.5039504570321265,2.3799029062462402,2.431421963015665,,2.4108001309173703,2.592803209404037
,2.5028079552996685,,,2.4589184817371397,2.438572368864032,2.363257462312546,,2.478548305184067,2.574580526498644
,2.8649107706482138,,,2.8572625011052457,2.871974299291727,2.6819856319033533,,2.865166350711238,2.9437195484852343
,2.4390139849967496,,,2.4440071214839407,2.3875687525194076,2.4283803218755873,,2.4668698792830104,2.560551975716514
,2.566079371858039,,,2.4891709965727986,2.5404190457265354,2.37316293119924,,2.537414746400126,2.604280435951471
,,1.9573798946956518,1.9299909790720817,,,,1.0884440699059696,,
,,2.0235031191819473,2.236005018387747,,,,1.1624387022008802,,
,2.3742233443916194,,,2.3705150807852955,2.3769658881130087,2.1428619322803333,,2.449085062515528,2.4757150202410454
,2.617199044183773,,,2.6823596055146046,2.5713631580262217,2.3438219608806556,,2.660876569295368,2.648981977481985
,2.722041444302458,,,2.719792281085142,2.6587868377185724,2.4258173574562027,,2.714800155798742,2.756888104118985
,2.504370326956263,,,2.5643390432551487,2.4348292777616827,2.250186705860839,,2.4309151235816078,2.6964612244349055
,2.7962922280868523,,,2.873211883696524,2.8500865370829667,2.6012155644648884,,2.6993114961026436,3.0056400507760275
,2.8597093820864647,,,2.804809633474469,2.8886548847879183,2.705568136380443,,2.7449254384015376,2.9099078071911846
